,img_path,caption
461,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000163628.jpg,An open shower curtain in a small bathroom.
462,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000163628.jpg,A small bathroom has a toilet and bathtub
463,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000163628.jpg,A white bath tub sitting next to a white toilet.
464,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000163628.jpg,a bathroom that has  a tub and a curtain in it
465,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000530743.jpg,A person on a skateboard does a trick in a bowl.
466,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000530743.jpg,A man riding a skateboard in a dry pool.
467,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000530743.jpg,A skateboarder is going down a cement bowl.
468,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000530743.jpg,The skateboarder extends his hands while riding along the edge of a half pipe.
469,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000530743.jpg,A stunt skate boarder is performing stunt on a ramp of a skate park.
470,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000405515.jpg,A person holding a newborn kitten and bottle feeding it.
471,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000405515.jpg,A person feeding a baby kitten a bottle of milk.
472,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000405515.jpg,a person holding and feeding a baby kitten in their lap with a small bottle.
473,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000405515.jpg,A person feeding a puppy milk from a baby bottle.
474,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000405515.jpg,A kitten is hand fed a bottle of milk.
475,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309284.jpg,a person walking on a street with a luggage bag 
476,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309284.jpg,Man wearing a blue jacket holding a black suitcase. 
477,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309284.jpg,A man walking down the street holding a suitcase.
478,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309284.jpg,A man with a suitcase walking in the road.
479,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309284.jpg,A man is walking with a case down the street
480,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000293466.jpg,a hand is holding a sandwich and some cars and hills
481,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000293466.jpg,VIEW FROM A ROCKY MOUNTAIN OF SAND AND CARS BELOW
482,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000293466.jpg,A food product is photographed with desert and hills in the background.
483,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000293466.jpg,Hand with food in it photographed in front of a rocky terrain.
484,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000293466.jpg,A person holding up a sandwich on the top of a hill.
485,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000039588.jpg,"a room decorated with a plant, pictures and a tiny fish bowl "
486,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000039588.jpg,"a room with a dining table, a potted plant and a window"
487,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000039588.jpg,This picture shows a room with white walls.
488,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000039588.jpg,A picture of a living room that has a window with a stain glass picture sitting on the window sill.
489,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000039588.jpg,An unoccupied white room with the sun shining through the window.
490,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000212691.jpg,A beautiful bird flying past some bare tree limbs.
491,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000212691.jpg,Bird spreading its wings while standing on a tree branch.
492,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000212691.jpg,A bird with various colors sitting on a tree branch.
493,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000212691.jpg,"A multi-colored bird is flying near thin, bare branches."
494,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000212691.jpg,A colorful bird in flight near tree limbs
495,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000446633.jpg,The two zebras are grazing on the grass.
496,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000446633.jpg,A lone zebra is grazing on short green grass.
497,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000446633.jpg,A couple of zebras grazing in some grass by some rocks.
498,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000446633.jpg,A zebra grazing in grassy field next to rocks.
499,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000446633.jpg,Adult zebra in an enclosure grazing near some rocks.
500,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000261633.jpg,A young man riding a skateboard on top of a rail.
501,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000261633.jpg,a person riding a skate board on a hand rail
502,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000261633.jpg,Someone riding their skateboard on a rail 
503,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000261633.jpg,A man doing a skateboard trick on metal railing.
504,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000261633.jpg,A boy with a cap on a skateboard outside.
505,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000339100.jpg,some zebras tall dry grass bushes and trees
506,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000339100.jpg,A group of zebras that are standing in the grass.
507,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000339100.jpg,THERE ARE A LOT OF ZEBRAS THAT ARE ON THE YARD 
508,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000339100.jpg,Four Zebras stand out in a field together.
509,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000339100.jpg,A herd of zebra walking across a field.
510,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164997.jpg,A hawk perched on a flower pot filled with flowers
511,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164997.jpg,A hawk perched on top of a bunch of flowers.
512,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164997.jpg,Big bird standing on the rim of a pot full of pansies.
513,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164997.jpg,A hawk is perched on the side of a flower pot.
514,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164997.jpg,Bird on edge of sill looking to the left
515,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000117935.jpg,A man is standing in the water next to a boat. 
516,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000117935.jpg,a small white boat is at the beach
517,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000117935.jpg,Some small boats are near the waters edge.
518,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000117935.jpg,A man stands in the water and reaches into a boat.
519,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000117935.jpg,One man is helping another person get out of the boat.
520,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000410378.jpg,there are two me standing by each other for a picture 
521,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000410378.jpg,A man has help from another man with his tie.
522,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000410378.jpg,A man has a blue shirt and a dark tie.
523,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000410378.jpg,A man standing behind a man as he adjust his necktie.
524,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000410378.jpg,A man that is standing around another man and has his arms wrapped around his shoulders.
525,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000488785.jpg,A vase with flowers on the table 
526,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000488785.jpg, a vase resting on the table full of flowers next to a window
527,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000488785.jpg,"A flower pot sitting on a table, during the day."
528,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000488785.jpg,Bistro style chairs and table with runner and vase of bright flowers with greenery by a window.
529,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000488785.jpg,A vase has flowers in it while on the table
530,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000466484.jpg,a large amount of boats tied to the docks 
531,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000466484.jpg,many boats are docked on a large body of water
532,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000466484.jpg,A group of boats that are sitting in the water.
533,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000466484.jpg,A large number of sail boats docked together.
534,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000466484.jpg,a large group of sail boats are all at a dock
535,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000307670.jpg,This is a sunset with a bird in the sky
536,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000307670.jpg,A person that is standing on a beach by the ocean.
537,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000307670.jpg,A sunset view of the water on the beach.
538,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000307670.jpg,A person flying a kite on top of a sandy beach.
539,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000307670.jpg,A bird flying over the beach at sunset. 
540,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000156555.jpg,A pizza sitting in a pizza box topped with pepperoni.
541,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000156555.jpg,"A pizza box is opened to show a pizza with pepperoni, peppers, and mushrooms."
542,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000156555.jpg,a pizza with pepperoni and peppers in a box
543,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000156555.jpg,a close up of an open box of pizza 
544,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000156555.jpg,A box holding a pizza with pepperoni toppings.
545,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000435136.jpg,a person standing next to an elephant on a field
546,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000435136.jpg,The man is standing next to an adult elephant with chains on it.
547,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000435136.jpg,Man standing next to an elephant with chains around his front ankles.
548,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000435136.jpg,A man standing next to an elephant on a lush green field.
549,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000435136.jpg,A man stands next to a chained Asian elephant. 
550,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458453.jpg,A man is riding down the street on a black motorcycle.
551,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458453.jpg,The motorcyclist is driving behind a red van. 
552,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458453.jpg,"Blurry image of a street with several lanes, with a person on a motorcycle from back diagonal view, behind a red vehicle."
553,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458453.jpg,A man riding on the back of a motorcycle.
554,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458453.jpg,A man that is sitting on a motorcycle.
555,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000063703.jpg,A person in a purple suit skis down a snowy hill.
556,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000063703.jpg,This man is skiing down a hill while leaning backwards.
557,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000063703.jpg,A person in purple jacket skiing on slopes next to trees.
558,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000063703.jpg,A person heading swiftly down a ski slope on skis
559,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000063703.jpg,A man riding skis down a snow covered slope.
560,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000396213.jpg,The ground is covered in a lot of snow.
561,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000396213.jpg,A bench covered in snow to the point where only the top shows.
562,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000396213.jpg,A person is walking in the snow near a tree.
563,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000396213.jpg,A man is walking on a path in the snow.
564,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000396213.jpg,The man walks down a path through a snow covered park.
565,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458821.jpg,A bathroom with a white toilet sitting next to a sink.
566,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458821.jpg,A picture of a bathroom toilet and sink.
567,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458821.jpg,A small bathroom with a white toilet and vanity and black and white tiled floor.
568,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458821.jpg,A bathroom with the toilet and sink side by side with a mirror on the wall.
569,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000458821.jpg,A white sink and toilet in a small bathroom.
570,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000315805.jpg,The two filaments of matter have been separated from each other.
571,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000315805.jpg,A melted and deformed tooth brush sitting on a  cloth.
572,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000315805.jpg,A very dark image of a tattered brush on a black surface.
573,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000315805.jpg,A partially melted plastic brush lying on fabric.
574,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000315805.jpg,something white and frayed on the end a knife 
575,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164242.jpg,A white toilet sitting next to a shower.
576,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164242.jpg,a bathroom with a toilet and a tub next to it 
577,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164242.jpg,A washroom with a toilet and a bucket is there.
578,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164242.jpg,"The small bathroom has a toilet, garbage can, toilet paper holder, and a wall-mounted picture"
579,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000164242.jpg,A bathroom has a fairy picture above the toilet
580,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000291752.jpg,a girl sitting in a chair eating a slice of pizza
581,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000291752.jpg,a little girl eating a piece of pizza at a table
582,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000291752.jpg,a close up of a child eating a slice of pizza
583,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000291752.jpg,a little girl that is sitting down and eating
584,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000291752.jpg,A girl sits and eats a piece of pizza. 
585,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000220621.jpg,A fire hydrant sitting in front of a group of flowers.
586,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000220621.jpg,A red fire hydrant is shown in the flowers.
587,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000220621.jpg,A red fire hydrant surrounded by yellow flowers and grass. 
588,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000220621.jpg,A little red fire hydrant near some pretty flowers.
589,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000220621.jpg,A red fire hydrant surrounded by yellow flowers.
590,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000186124.jpg,A black bear hiding in wild brush greenery.
591,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000186124.jpg,A black bear is standing in dense foliage.
592,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000186124.jpg,A brown bear is on the branches of a green bush.
593,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000186124.jpg,a bear on a tree branch up a tree surrounded by leaves
594,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000186124.jpg,A bear up a tree hiding in its branches.
595,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137057.jpg,A dog holding a pink Frisbee in it's mouth.
596,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137057.jpg,A snapshot of a light colored dog holding a pink Frisbee.
597,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137057.jpg,A dog that his holding a frisbee in his mouth.
598,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137057.jpg,A dog with a pink frisbee in its mouth
599,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137057.jpg,A dog holds a pink frisbee in its mouth.
600,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000035248.jpg,a young man is playing a video game at a gaming event
601,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000035248.jpg,A man is playing a video game next to other people.
602,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000035248.jpg,people standing in front of wii demo stations
603,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000035248.jpg,People playing games using the controller on the Nintendo Wii.
604,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000035248.jpg,People play demos of the newest Nintendo games
605,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000168225.jpg,A picture of large glass door trimmed in white and a large beige structure beside it.
606,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000168225.jpg,A bathroom that has a mirror in it.
607,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000168225.jpg,a mirror with a brown frame and a white closet and door
608,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000168225.jpg,The mirror shows the reflection of the shower and the door.
609,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000168225.jpg,A large mirror sitting above a sink in a bathroom.
610,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000509459.jpg,a man standing by a fence while throwing a frisbee
611,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000509459.jpg,A man tossing a frisbee while standing on a grassy lot.
612,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000509459.jpg,a person in sport wear playing frisbee on a field
613,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000509459.jpg,A man with arms outstretched throwing a frisbee.
614,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000509459.jpg,A man throwing a Frisbee outside at night.
615,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000306030.jpg,A bunch of items that are sitting on a wooden table.
616,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000306030.jpg,The table has most of the items needed to keep in the repair shoulder bag.
617,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000306030.jpg,"The wooden table has many electronics including cell phones, and a laptop."
618,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000306030.jpg,"electronic devices, cords, pens and other items sit on a table organized "
619,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000306030.jpg,A display of various electronics and household items on a table.
620,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000552092.jpg,A woman crossing the street in a city
621,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000552092.jpg,A street scene with people walking and vehicles on the road.
622,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000552092.jpg,A woman walking across a rain covered crosswalk.
623,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000552092.jpg,a person walking on the sidewalk wearing a hood and carrying a bag.
624,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000552092.jpg,A hooded woman in black walking in winter down a street
625,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000080582.jpg,a street sign sitting between two benches sitting by a sidewalk
626,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000080582.jpg,Two benches on a platform near a wooded area.
627,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000080582.jpg,A park with benches and a sign next to a concrete walkway.
628,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000080582.jpg,A sign that is sitting between two benches.
629,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000080582.jpg,A sign stands between two benches in a wooded area.
630,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000042453.jpg,A Masai giraffe under a tree in a grassy area.
631,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000042453.jpg,A giraffe standing in a field in front of a tree.
632,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000042453.jpg,There is a giraffe standing in brown grass
633,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000042453.jpg,A giraffe in front or a tree and a large body of water in the background.
634,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000042453.jpg,A giraffe is seen standing under a tree
635,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000233266.jpg,A man in a wetsuit rides a wave in the ocean
636,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000233266.jpg,The man is surfing the waves on the water.
637,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000233266.jpg,The man squats down while surfing through a wave.
638,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000233266.jpg,A man riding a wave on top of a surfboard.
639,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000233266.jpg,a man that is surfing in a body of water
640,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000426903.jpg,a close up of two people sitting on a motorcycle
641,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000426903.jpg,Two blond young women standing by three wheel motorcycle.
642,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000426903.jpg,Two women next to a motorcycle on display.
643,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000426903.jpg,two women standing around a motorcycle on a stage 
644,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000426903.jpg,the two girls stand behind the motorcycle half dressed
645,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497402.jpg,A woman standing in a bathroom next to wall mounted urinals.
646,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497402.jpg,Man in white baseball cap doing construction in a men's restroom.
647,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497402.jpg,A man stands in front of a row of urinals at a public restroom.
648,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497402.jpg,Man in a helmet in front of a few urinals.
649,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497402.jpg,A man is standing in a bathroom of urinals.
650,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000201903.jpg,A blue truck parked in front of a white building.
651,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000201903.jpg,A three wheeled truck on the gravel side of the road.
652,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000201903.jpg,A three wheeled car parked in an empty lot.
653,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000201903.jpg,Pick up truck parked by side of road with white building in distance
654,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000201903.jpg,A three wheeled mini pickup truck parked on the side of a road
655,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497870.jpg,Two children on a bed with a man tucking them in.
656,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497870.jpg,Two children are in a bed decorated with flags.
657,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497870.jpg,A young girl lays in bed while a young boy in the same bed looks at a man who is holding the covers.
658,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497870.jpg,"A man tucks a boy into bed, while the child sitting on the bed next to him plays with a doll"
659,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000497870.jpg,British father tucking his children in to bed for the night
660,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000287839.jpg,A commuter train pulls in to a station in a city.
661,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000287839.jpg,A yellow and blue train is at the station.
662,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000287839.jpg,A blue and yellow train parked in front of a train station
663,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000287839.jpg,Blue and yellow train pulling up to a train station. 
664,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000287839.jpg,A train next to a platform at a train station. 
665,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000070344.jpg,A man looks surprised as he talks on the phone at night.
666,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000070344.jpg,A man holding and using clam shell cellular phone.
667,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000070344.jpg,A man holding a phone to his ear and looking ahead with an open mouth.
668,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000070344.jpg,A guy on a cellphone is making an angry expression. 
669,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000070344.jpg,A person standing outside on his cellphone arguing with someone
670,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000513727.jpg,Quarter of a giant burger served on a plastic plate
671,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000513727.jpg,A family size hamburger to be cut into slices.
672,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000513727.jpg,A huge hamburger with lettuce and tomato on a round plate.
673,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000513727.jpg,a knife on a tray with a giant sandwich
674,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000513727.jpg,"A cheeseburger the size of a cake, with one slice missing shown on a separate plate."
675,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000195911.jpg,A kitchen filled with appliances and a living room with its convenient necessities. 
676,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000195911.jpg,A large kitchen with a metallic refrigerator freezer and a center island.
677,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000195911.jpg,A kitchen is decorated like one in a magazine.
678,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000195911.jpg,a kitchen that has a icebox and a stove
679,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000195911.jpg,A kitchen living room combo with no dividing wall
680,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000160889.jpg,Bunches of bananas sitting on a wooden table beyond a metal gate.
681,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000160889.jpg,A large bunch of green bananas sitting on a table.
682,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000160889.jpg,a pile of bananas that are piled up on the table.
683,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000160889.jpg,Clusters of small bananas on a table behind bars.
684,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000160889.jpg,A group of bananas sits on a table trough a set of bars. 
685,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000355225.jpg,A group of birds perched on a power line next to a  tree.
686,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000355225.jpg,small birds perched on a large cable wire near a deciduous tree
687,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000355225.jpg,Four brown birds sitting on a window edge. 
688,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000355225.jpg,A close up of five birds perched on a power line.
689,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000355225.jpg,Several birds perched on a wire near a tree.
690,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000467911.jpg,A lone giraffe is kneeling in a zoo.
